"filename", "language", "Ini", "Python", "JSON", "Markdown", "HTML", "toml", "JavaScript", "Docker", "pip requirements", "JavaScript JSX", "CSS", "comment", "blank", "total"
"/Users/dev/Documents/packtune/react-vite/src/components/LoginFormPage/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/MusicPlayer/MusicPlayer.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 9, 46
"/Users/dev/Documents/packtune/react-vite/src/components/MusicPlayer/MusicPlayer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 95, 30, 209
"/Users/dev/Documents/packtune/react-vite/src/components/MusicPlayer/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/Navigation/Navigation.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 4, 16, 80
"/Users/dev/Documents/packtune/react-vite/src/components/Navigation/Navigation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 76, 20, 180
"/Users/dev/Documents/packtune/react-vite/src/components/Navigation/OpenModalMenuItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 5, 23
"/Users/dev/Documents/packtune/react-vite/src/components/Navigation/ProfileButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 11, 81
"/Users/dev/Documents/packtune/react-vite/src/components/Navigation/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OldMusicPlayer/OldMusicPlayer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 3, 5, 47
"/Users/dev/Documents/packtune/react-vite/src/components/OldMusicPlayer/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OnboardingApplication/OnboardingApplication.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 11, 21, 150
"/Users/dev/Documents/packtune/react-vite/src/components/OnboardingApplication/OnboardingApplication.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 344, 0, 297, 51, 692
"/Users/dev/Documents/packtune/react-vite/src/components/OnboardingApplication/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OpenModalButton/OpenModalButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 5, 21
